年度,日期,片名中文,英文片名,國家,評分,Wiki,IMDb_ID,豆瓣ID,HackMD_ID,Google,Wiki,IMDb,豆瓣,Note,人物標籤,主題標籤,Remark
2015,2015-07-17,寶萊塢之鋼鐵奶爸,Bajrangi Bhaijaan,印度,7,小萝莉的猴神大叔,tt3863552,26393561,fn6b0hzpSpeu0sL_KQKfEg,Google,Wiki,IMDb,豆瓣,Note,@薩爾曼·汗 @卡琳娜·卡浦爾,#宗教,
2015,2015-07-10,帝國戰神：巴霍巴利王,Baahubali: The Beginning,印度,8,帝國戰神：巴霍巴利王,tt2631186,25753326,,Google,Wiki,IMDb,豆瓣,x,,##巴霍巴利王,
2015,2015-06-14,我的少女時代,Our Times,台,9,我的少女時代,tt4967094,26366465,,Google,Wiki,IMDb,豆瓣,x,@宋芸樺 @劉德華,,
2015,2015-05-29,侏羅紀世界,Jurassic World,美,7,侏罗纪世界,tt0369610,10440138,FYJicGW-TEiI5trbqo068A,Google,Wiki,IMDb,豆瓣,Note,,##侏羅紀,
2015,2015-05-21,刺客聶隱娘,The Assassin,台,6,刺客聶隱娘,tt3508840,2303845,rNp4WesBS8m35LFBmDe9yw,Google,Wiki,IMDb,豆瓣,Note,@@侯孝賢,,
2015,2015-05-18,腦筋急轉彎,Inside Out,美,6,腦筋急轉彎_(電影),tt2096673,10533913,az00_dBiS_eLjTYyG7moWw,Google,Wiki,IMDb,豆瓣,Note,,#動畫 !皮克斯(15),
2015,2015-04-18,名偵探柯南：業火的向日葵,Detective Conan: Sunflowers of Inferno,日本,7,名偵探柯南：業火的向日葵,tt3737650,26094129,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(19),
2015,2015-04-08,時空永恆的愛戀,The Age of Adaline,美,7,時空永恆的愛戀,tt1655441,6039412,3E1FDOOoTVKTj2fbsYURIw,Google,Wiki,IMDb,豆瓣,Note,@哈里遜·福特,,
2015,2015-03-21,暗殺教室,Assassination Classroom,日本,4,暗殺教室#真人電影,tt3853452,25912924,,Google,Wiki,IMDb,豆瓣,x,,,
2015,2015-02-20,花與愛麗絲殺人事件,The Case of Hana & Alice ,日本,6,花与爱丽丝,tt4125300,26147706,6UuIHNpTRX2w797oZm61nA,Google,Wiki,IMDb,豆瓣,Note,,#動畫,
2015,2015-02-06,計程人生,Jafar Panahi's Taxi,伊朗,8,計程車_(電影),tt4359416,26304167,v3NcxkWOTA2NT_B4Qfw6qg,Google,Wiki,IMDb,豆瓣,Note,@@賈法爾·帕納希,,
2015,2015-01-01,奇蹟,Mucize,土耳其,8,,tt3138782,26314650,dPgIZu2ZTZGXbXA92OHgag,Google,x,IMDb,豆瓣,Note,,,
2014,2014-12-19,來自星星的傻瓜,PK,印度,7,來自星星的傻瓜PK,tt2338151,10741643,,Google,Wiki,IMDb,豆瓣,x,@阿米爾·汗,#宗教,
2014,2014-11-21,飢餓遊戲：自由幻夢I,The Hunger Games: Mockingjay – Part 1,美,6,飢餓遊戲：自由幻夢Ⅰ,tt1951265,6533054,,Google,Wiki,IMDb,豆瓣,x,@珍妮佛·勞倫斯,##飢餓遊戲,
2014,2014-11-15,要聽神明的話,As the Gods Will,日本,3,要聽神明的話#電影,tt3354222,25777512,,Google,Wiki,IMDb,豆瓣,x,,,
2014,2014-11-07,貝利葉一家,La famille Bélier,法,7,閃亮的歌聲,tt3547740,25855951,4wj8dYUZR-GYyY1DcaHpfg,Google,Wiki,IMDb,豆瓣,Note,,#手語,
2014,2014-09-30,心花路放,Breakup Buddies,中,4,心花路放,tt3890264,25717233,mJj-1ND-RuGKttbZOc7iwg,Google,Wiki,IMDb,豆瓣,Note,@周冬雨,#公路電影,
2014,2014-09-08,我想念我自己,Still Alice,美,8,我想念我自己,tt3316960,25815008,,Google,Wiki,IMDb,豆瓣,x,,#疾病,
2014,2014-09-07,愛的萬物論,The Theory of Everything,英,7,愛的萬物論,tt2980516,24815950,5ecTSnG3Rwy3tftx8gjcjw,Google,Wiki,IMDb,豆瓣,Note,@艾迪·瑞德曼,#傳記,
2014,2014-08-29,模仿遊戲,The Imitation Game,美,6,模仿游戏,tt2084970,10463953,,Google,Wiki,IMDb,豆瓣,x,@班奈狄克·康柏拜區 @綺拉·奈特莉 @安德魯·加菲爾德,#傳記 #戰爭(第二次世界大戰) #數學,
2014,2014-08-27,鳥人,Birdman or (The Unexpected Virtue of Ignorance),美,9,鳥人_(2014年電影),tt2562232,20438962,ykHqwlK5TOWXa_TFGH4ATw,Google,Wiki,IMDb,豆瓣,Note,@@阿利安卓 @米高·基頓 @艾瑪·史東 @艾德華·諾頓,!奧斯卡最佳影片(87) !奧斯卡最佳導演(87),
2014,2014-08-15,等一個人咖啡,Café·Waiting·Love,台,6,等一個人咖啡,tt3974790,25753166,,Google,Wiki,IMDb,豆瓣,x,@宋芸樺,,
2014,2014-07-25,露西,Lucy,法,7,露西_(電影),tt2872732,24404677,,Google,Wiki,IMDb,豆瓣,x,@@盧·貝松 @史嘉蕾·喬韓森 @摩根·費里曼,,
2014,2014-06-06,魔女宅急便真人版,Kiki's Delivery Service,日本,5,魔女宅急便_(2014年電影),tt2865558,24321268,,Google,Wiki,IMDb,豆瓣,x,,,
2014,2014-05-22,親愛媽咪,Mommy,加拿大,8,慈母多惡兒,tt3612616,25745651,kceSyi7xQyK5KzjSUwgRIg,Google,Wiki,IMDb,豆瓣,Note,@@札維耶·多藍,#疾病,
2014,2014-04-26,羅馬浴場 (2),Thermae Romae II,日本,7,羅馬浴場2,tt2664264,21332449,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2014,2014-04-19,名偵探柯南：異次元的狙擊手,Detective Conan: Dimensional Sniper,日本,7,名偵探柯南：異次元的狙擊手,tt3455204,25782633,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(18),
2014,2014-04-10,蜘蛛人驚奇再起2：電光之戰,The Amazing Spider-Man 2,美,6,蜘蛛人驚奇再起2：電光之戰,tt1872181,6082518,zTnh0EeVROas4iK9N8MRXw,Google,Wiki,IMDb,豆瓣,Note,@安德魯·加菲爾德 @艾瑪·史東,##蜘蛛人,
2014,2014-02-27,KANO,KANO,台,7,KANO,tt2247566,,,Google,Wiki,IMDb,x,x,,#種族歧視 #運動,
2014,2014-02-06,歡迎來到布達佩斯大飯店,The Grand Budapest Hotel,美,8,布达佩斯大饭店,tt2278388,11525673,FK0_IIVOQ7-6GTgylNONQA,Google,Wiki,IMDb,豆瓣,Note,@@魏斯·安德森 @歐文·威爾森 @雷夫·范恩斯 @哈維·凱托 @裘德·洛 @艾德華·諾頓 @傑夫·高布倫,#戰爭,
2014,2014-02-04,大尋寶家,The Monuments Men,美,6,大尋寶家,tt2177771,10456894,5HSykSjZRXu1YOHEISkhVQ,Google,Wiki,IMDb,豆瓣,Note,@麥特·戴蒙 @凱特·布蘭琪,#傳記 #戰爭,
2014,2014-01-30,機器戰警,RoboCop,美,7,機器戰警 (2014年電影),tt1234721,3077742,,Google,Wiki,IMDb,豆瓣,x,@米高·基頓 @蓋瑞·歐德曼,,
2014,2014-01-16,進擊的鼓手,Whiplash,美,9,爆裂鼓手,tt2582802,25773932,AbkprstEReG2G3o-rSAPRQ,Google,Wiki,IMDb,豆瓣,Note,@@達米恩·查澤雷,,
2014,2014-01-11,圈套 (4)：Last Stage,Trick 4,日本,8,圈套_(電視劇)#電影版,tt3037406,24844958,,Google,Wiki,IMDb,豆瓣,x,,#圈套,
2013,2013-12-25,華爾街之狼,The Wolf of Wall Street,美,7,华尔街之狼,tt0993846,2997076,Jvynv3L6Qhi4so9HWrWojw,Google,Wiki,IMDb,豆瓣,Note,@李奧納多·狄卡皮歐,#傳記 #金融,
2013,2013-12-25,進擊的大佬,Grudge Match,美,3,旗鼓相当,tt1661382,11601132,,Google,Wiki,IMDb,豆瓣,x,@席維斯·史特龍 @勞勃·狄尼洛,,
2013,2013-12-19,較量 / 誤殺,Drishyam,印度,8,,tt3417422,25823663,TvqrGiSyRFO7iydkIBxx4w,Google,x,IMDb,豆瓣,Note,,,
2013,2013-11-22,冰雪奇緣,Frozen,美,8,冰雪奇缘,tt2294629,4202982,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(58),
2013,2013-11-21,飢餓遊戲：星火燎原,The Hunger Games: Catching Fire,美,6,飢餓遊戲：星火燎原_(電影),tt1951264,6874456,,Google,Wiki,IMDb,豆瓣,x,@珍妮佛·勞倫斯,##飢餓遊戲,
2013,2013-11-01,看見台灣,Beyond Beauty - TAIWAN FROM ABOVE,台,8,看見台灣,tt3316302,,,Google,Wiki,IMDb,x,x,,,
2013,2013-11-01,戰爭遊戲,Ender's Game,美,6,安德的游戏_(电影),tt1731141,5323957,,Google,Wiki,IMDb,豆瓣,x,@哈里遜·福特,,
2013,2013-10-05,吹牛骰 / 大話骰,Liar's Dice,印度,6,,tt2343621,23137302,ysrir_mUSBWtuqokkvVrKw,Google,x,IMDb,豆瓣,Note,,,
2013,2013-08-24,科學小飛俠,Gatchaman,日本,6,科學小飛俠#真人版電影,tt2451110,20017314,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-08-13,宮鎖沈香,The Palace,中,6,宫锁沉香,tt3046080,20378811,x1glIrA6Tm6BIfFzBESr4w,Google,Wiki,IMDb,豆瓣,Note,@周冬雨,,
2013,2013-08-08,總舖師,Zone Pro Site,台,5,總舖師_(電影),tt3166476,20515031,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-08-03,推理要在晚餐後,The After-Dinner Mysteries,日本,7,推理要在晚餐後#電影,tt2188560,10777783,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-07-20,風起,The Wind Rises,日本,5,風起,tt2013293,6791750,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿,#動畫,
2013,2013-07-19,世界第一麥方,27°C – Loaf Rock,台,6,世界第一⿺麥方,tt4286112,20470278,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-07-11,環太平洋,Pacific Rim,美,5,环太平洋_(电影),tt1663662,5323968,,Google,Wiki,IMDb,豆瓣,x,@@吉勒摩·戴托羅,,
2013,2013-06-29,神探伽利略(2)：真夏方程式,Midsummer's Equation,日本,8,真夏方程式#電影,tt2412556,19961072,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-05-31,出神入化,Now You See Me,美,7,出神入化,tt1670345,6517421,,Google,Wiki,IMDb,豆瓣,x,@摩根·費里曼,,
2013,2013-05-31,地球過後,After Earth,美,5,地球過後,tt1815862,6828823,,Google,Wiki,IMDb,豆瓣,x,@威爾·史密斯,,
2013,2013-05-16,抓住那個傢伙 / 蒙太奇,Montage,韓,8,,tt2969522,21937438,GGOTR2zySgaLNyB6GsYang,Google,x,IMDb,豆瓣,Note,,,
2013,2013-04-27,圖書館戰爭,Library Wars,日本,7,圖書館戰爭#真人版電影,tt2315236,11538048,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-04-13,變態假面 (1),HK: Forbidden Super Hero,日本,4,瘋狂假面#真人版電影,tt2708764,21354076,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-03-21,北京遇上西雅圖,Finding Mr. Right,中,6,北京遇上西雅图,tt2169322,10574468,,Google,Wiki,IMDb,豆瓣,x,,,
2013,2013-02-08,志氣,Step Back to Glory,台,7,志氣,tt3145558,11599168,,Google,Wiki,IMDb,豆瓣,x,,#運動,
2013,2013-01-18,魔女嘉莉,Carrie,美,6,魔女嘉莉_(2013年電影),tt1939659,6874441,,Google,Wiki,IMDb,豆瓣,x,,#恐怖片,
2013,2013-01-01,寂寞拍賣師,The Best Offer,義大利,7,寂寞拍賣師,tt1924396,7059671,m2Uy-lEJS7e1JoOE6L0omg,Google,Wiki,IMDb,豆瓣,Note,@@朱塞佩·托納多雷,,
2012,2012-12-20,十二生肖,CZ12: Chinese Zodiac,香港,5,十二生肖_(電影),tt1424310,4212172,,Google,Wiki,IMDb,豆瓣,x,@成龍 @林鳳嬌,,
2012,2012-12-12,人在囧途之泰囧,Lost in Thailand,中,7,人再囧途之泰囧,tt2459022,10574622,,Google,Wiki,IMDb,豆瓣,x,,,
2012,2012-11-29,阿米爾汗之大搜索,Talaash,印度,7,,tt1787988,6558263,OSbBVeJwS8qkZJvW9-4q6g,Google,x,IMDb,豆瓣,Note,@阿米爾·汗 @卡琳娜·卡浦爾,,
2012,2012-11-23,驚悚大師：希區考克,Hitchcock,美,6,希区柯克_(电影),tt0975645,3158449,E3opm6lqSW6IeB4W7Yt4Tw,Google,Wiki,IMDb,豆瓣,Note,@安東尼·霍普金斯 @史嘉蕾·喬韓森,#傳記,
2012,2012-11-21,少年Pi的奇幻漂流,Life of Pi,美,8,少年Pi的奇幻漂流_(電影),tt0454876,1929463,,Google,Wiki,IMDb,豆瓣,x,@@李安,!奧斯卡最佳導演(85),
2012,2012-11-16,捍衛聯盟,Rise of the Guardians,美,5,守护者联盟,tt1830790,3769423,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #夢工廠,
2012,2012-09-08,派特的幸福劇本,Silver Linings Playbook,美,6,乌云背后的幸福线,tt1045658,3094909,InFsfg3KSGyDKq6yMwBiMQ,Google,Wiki,IMDb,豆瓣,Note,@布萊德利·庫柏 @勞勃·狄尼洛,#疾病,
2012,2012-09-07,大搜查線4：終篇 新的希望,Bayside Shakedown 4: The Final,日本,7,,tt2124014,10355623,,Google,x,IMDb,豆瓣,x,,##大搜查線,
2012,2012-08-31,球來就打,Viva Baseball,台,5,球來就打,tt2460678,10799138,,Google,Wiki,IMDb,豆瓣,x,,#運動,
2012,2012-08-17,BBS鄉民的正義,Silent Code,台,6,BBS鄉民的正義,tt2460414,7161695,,Google,Wiki,IMDb,豆瓣,x,@陳意涵,,
2012,2012-07-16,黑暗騎士：黎明昇起,The Dark Knight Rises,美,7,黑暗騎士：黎明昇起,tt1345836,3395373,CzRB50xkR-23X_9oz6-2hQ,Google,Wiki,IMDb,豆瓣,Note,@@克里斯多福·諾蘭 @克里斯汀·貝爾 @安·海瑟薇 @摩根·費里曼 @蓋瑞·歐德曼,##蝙蝠俠,
2012,2012-07-12,冰原歷險記4：板塊漂移,Ice Age 4: Continental Drift,美,7,冰原歷險記4：板塊漂移,tt1667889,4914468,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !藍天工作室 ##冰原歷險記,
2012,2012-06-29,蜘蛛人：驚奇再起,The Amazing Spider-Man,美,7,蜘蛛人：驚奇再起,tt0948470,2129132,0Jgr43c6TP6llMGeDVWylQ,Google,Wiki,IMDb,豆瓣,Note,@安德魯·加菲爾德 @艾瑪·史東,##蜘蛛人,
2012,2012-06-18,狼的孩子雨和雪,Wolf Children,日本,7,狼的孩子雨和雪,tt2140203,7064681,,Google,Wiki,IMDb,豆瓣,x,@@細田守,#動畫,
2012,2012-06-08,馬達加斯加3,Madagascar 3: Europe's Most Wanted,美,7,馬達加斯加3：歐洲大圍捕,tt1277953,3178770,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #夢工廠,
2012,2012-04-28,羅馬浴場,Thermae Romae,日本,8,羅馬浴場_(電影),tt1867101,6037517,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2012,2012-03-22,飢餓遊戲,The Hunger Games,美,7,飢餓遊戲_(電影),tt1392170,3592853,,Google,Wiki,IMDb,豆瓣,x,@珍妮佛·勞倫斯 @唐納·蘇德蘭,##飢餓遊戲,
2012,2012-03-03,詐欺遊戲-再生,Liar Game: Reborn,日本,8,詐欺遊戲_(日本電視劇)#電影,tt2078667,6872245,,Google,Wiki,IMDb,豆瓣,x,,,
2012,2012-01-26,驚天換日,Man on a Ledge,美,7,窗台上的男人,tt1568338,4206477,5-DVa_UZQcONAFxiPmdOPg,Google,Wiki,IMDb,豆瓣,Note,,,
2012,2012-01-21,永遠的三丁目的夕陽 64 年 Always,Always: Sunset on Third Streets '64,日本,7,永远的三丁目的夕阳_64年,tt1823067,5967829,,Google,Wiki,IMDb,豆瓣,x,,#時空穿越,
2012,2012-01-20,陣頭,Din Tao：Leader of the Parad,台,8,陣頭_(電影),tt2301291,6989743,,Google,Wiki,IMDb,豆瓣,x,,,
2011,2011-12-23,我們買了動物園,We Bought a Zoo,美,6,我家买了动物园,tt1389137,3578925,,Google,Wiki,IMDb,豆瓣,x,@史嘉蕾·喬韓森 @麥特·戴蒙,,
2011,2011-10-26,超世紀戰神,RA. One,印度,6,,tt1562871,4717612,,Google,x,IMDb,豆瓣,x,@沙魯克·汗 @卡琳娜·卡浦爾,,
2011,2011-09-30,賽德克·巴萊 (下集-彩虹橋),Seediq Bale,台,6,賽德克·巴萊,tt4164468,6393127,,Google,Wiki,IMDb,豆瓣,x,@@魏德聖,#霧社事件,
2011,2011-09-20,孟買日記,Dhobi Ghat,印度,7,,tt1433810,4924698,jas-mpFBQlqLPvv1Sy6tjQ,Google,x,IMDb,豆瓣,Note,@阿米爾·汗,,
2011,2011-09-17,非關正義：The Answer,Unfair: The Movie 2,日本,7,,tt1791666,5972388,,Google,x,IMDb,豆瓣,x,,,
2011,2011-09-15,凸搥特派員：二度出包,Johnny English Reborn,英,6,特務戇J之救國大業,tt1634122,4767216,,Google,Wiki,IMDb,豆瓣,x,@豆豆先生,,
2011,2011-09-12,以愛之名：翁山蘇姬,The Lady,法,8,昂山素姬_(電影),tt1802197,,0ANazwNQQ32B1KWxBDsQEw,Google,Wiki,IMDb,x,Note,@@盧·貝松 @楊紫瓊,#傳記,
2011,2011-09-09,賽德克·巴萊 (上集-太陽旗),Seediq Bale,台,6,賽德克·巴萊,tt2007993,10450409,,Google,Wiki,IMDb,豆瓣,x,@@魏德聖,#霧社事件,
2011,2011-08-05,在這世界的角落,Kono Sekai no Katasumi ni,日本,7,這個世界的角落,tt1964848,6527299,,Google,Wiki,IMDb,豆瓣,x,,,
2011,2011-06-25,那些年我們一起追的女孩,You Are the Apple of My Eye,台,9,那些年，我們一起追的女孩,tt2036416,4920528,,Google,Wiki,IMDb,豆瓣,x,,,
2011,2011-06-17,波普先生的企鵝,Mr. Popper's Penguins,美,6,波普先生的企鵝_(電影),tt1396218,3602084,,Google,Wiki,IMDb,豆瓣,x,@金·凱瑞,,
2011,2011-05-07,岳_冰峰救援,Peak: The Rescuers,日本,7,岳_(漫畫)#改編電影,tt1584921,4718301,,Google,Wiki,IMDb,豆瓣,x,,,
2011,2011-04-16,名偵探柯南：沉默的15分鐘,Detective Conan: Quarter of Silence,日本,7,名侦探柯南：沉默的15分钟,tt1840372,6007281,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(15),
2011,2011-02-11,分居風暴,Jodaeiye Nader az Simin,伊朗,8,伊朗式分居,tt1832382,5964718,-_OD0U9HSSy-ZuT1KHYxCQ,Google,Wiki,IMDb,豆瓣,Note,,,
2011,2011-01-29,白夜行,Into The White Night,日本,7,白夜行#電影,tt1613028,4822829,,Google,Wiki,IMDb,豆瓣,x,,,
2011,2011-01-28,雞排英雄,Night Market Hero,台,5,雞排英雄,tt1887820,5382848,,Google,Wiki,IMDb,豆瓣,x,,,
2010,2010-12-01,宇宙戰艦大和號,SpaceBattleship Yamato,日本,6,宇宙戰艦大和號#真人電影版,tt1477109,3878247,,Google,Wiki,IMDb,豆瓣,x,@木村拓哉,,
2010,2010-11-24,魔髮奇緣,Tangled,美,7,魔髮奇緣,tt0398286,1863766,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !迪士尼(50),
2010,2010-09-16,山楂樹之戀,Under the Hawthorn Tree,中,9,山楂树之恋_(电影),tt1554523,4151110,S9VrBmQJSIuC0Uuursg4Aw,Google,Wiki,IMDb,豆瓣,Note,@@張藝謀 @周冬雨,#文革,
2010,2010-08-27,父後七日,7 Days in Heaven,台,5,父後七日,tt1745704,4307349,,Google,Wiki,IMDb,豆瓣,x,,#死亡,
2010,2010-07-17,借物少女艾莉緹,The Secret World of Arrietty,日本,7,借物少女艾莉緹,tt1568921,4202302,,Google,Wiki,IMDb,豆瓣,x,,#動畫,
2010,2010-06-18,玩具總動員3,Toy Story 3,美,8,玩具總動員3,tt0435761,1858711,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !皮克斯(11) ##玩具總動員,
2010,2010-06-05,告白,Confessions,日本,7,告白_(電影),tt1590089,4268598,,Google,Wiki,IMDb,豆瓣,x,,#霸凌,
2010,2010-06-05,孤高的手術刀,Kokô no mesu,日本,7,閃耀吧，手術刀！,tt1468338,3836100,,Google,Wiki,IMDb,豆瓣,x,,,
2010,2010-06-04,人在囧途,Lost On Journey,中,7,人在囧途,tt1737237,4237879,,Google,Wiki,IMDb,豆瓣,x,,,
2010,2010-05-08,圈套 (3)：超能力者大逃殺,Trick 3,日本,8,圈套_(電視劇)#電影版,tt1547631,4151286,,Google,Wiki,IMDb,豆瓣,x,,#圈套,
2010,2010-04-17,交響情人夢最終樂章 (後篇),Nodame Cantabile 2,日本,8,,tt1337673,3335464,,Google,x,IMDb,豆瓣,x,,,
2010,2010-04-17,名偵探柯南：天空的劫難船,Detective Conan: The Lost ship in the Sky,日本,7,名侦探柯南：天空的遇难船,tt1636815,5153329,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !名偵探柯南(14),
2010,2010-03-06,詐欺遊戲最後的舞台,Liar Game: The Final Stage,日本,8,詐欺遊戲_(日本電視劇)#電影,tt1423953,3718665,,Google,Wiki,IMDb,豆瓣,x,,,
2010,2010-02-25,魔境夢遊,Alice in Wonderland,美,6,魔境夢遊,tt1014759,2336785,6AE52_pjSW6331ktE74wEw,Google,Wiki,IMDb,豆瓣,Note,@強尼·戴普 @安·海瑟薇,,
2010,2010-02-15,調音師,L accordeur,法,8,,tt1907704,6846495,,Google,x,IMDb,豆瓣,x,,#短片,
2010,2010-02-12,我的名字叫可汗,My Name Is Khan,印度,7,我的名字叫可汗,tt1188996,3169043,,Google,Wiki,IMDb,豆瓣,x,@沙魯克·汗,#種族歧視,
2010,2010-02-05,艋舺,Monga,台,7,艋舺_(電影),tt1604900,3737102,,Google,Wiki,IMDb,豆瓣,x,,#黑幫,
2009,2009-12-25,三個傻瓜,3 Idiots,印度,10,三傻大闹宝莱坞,tt1187043,3793023,,Google,Wiki,IMDb,豆瓣,x,@阿米爾·汗 @卡琳娜·卡浦爾,,
2009,2009-12-19,交響情人夢最終樂章 (前篇),Nodame Cantabile,日本,8,,tt1337672,3335463,,Google,x,IMDb,豆瓣,x,,,
2009,2009-12-10,阿凡達,Avatar,美,9,阿凡达,tt0499549,1652587,,Google,Wiki,IMDb,豆瓣,x,@@詹姆斯·卡麥隆,,
2009,2009-12-09,刺陵,The Treasure Hunter,台,3,刺陵,tt1328865,3305722,,Google,Wiki,IMDb,豆瓣,x,@周杰倫,,
2009,2009-11-21,我在一家黑公司上班，快撐不下去了,Genkai in a Black Company,日本,5,,tt1414464,3666923,,Google,x,IMDb,豆瓣,x,,,
2009,2009-09-30,風聲,The Message,中,8,风声_(电影),tt1434423,3734112,,Google,Wiki,IMDb,豆瓣,x,@周迅,,
2009,2009-09-12,食破天驚,Cloudy with a Chance of Meatballs,美,8,食破天驚,tt0844471,3102668,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !索尼動畫,
2009,2009-08-28,聽說,Hear Me,台,10,聽說,tt1562328,3824672,,Google,Wiki,IMDb,豆瓣,x,@陳意涵,#手語,
2009,2009-07-11,極道鮮師,Gokusen: The Movie,日本,7,極道鮮師電影版,tt1392158,3696535,,Google,Wiki,IMDb,豆瓣,x,,,
2009,2009-07-08,冰原歷險記3：恐龍現身,Ice Age: Dawn of the Dinosaurs,美,7,冰原歷險記3：恐龍現身,tt1080016,2357162,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !藍天工作室 ##冰原歷險記,
2009,2009-06-26,姊姊的守護者,My Sister's Keeper,美,7,姊姊的守護者_(電影),tt1078588,3011049,,Google,Wiki,IMDb,豆瓣,x,,#疾病,
2009,2009-06-05,聽媽媽的話,I Killed My Mother,加拿大,7,殺死我阿媽,tt1424797,3707070,,Google,Wiki,IMDb,豆瓣,x,@@札維耶·多藍,#性別,
2009,2009-05-29,天外奇蹟,Up,美,8,天外奇蹟,tt1049413,2129039,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !皮克斯(10),
2009,2009-02-05,購物狂的異想世界,Confessions of a Shopaholic,美,6,購物狂的異想世界,tt1093908,2338058,5jbA89CYRWSjNTF5VdMnTg,Google,Wiki,IMDb,豆瓣,Note,,,
2009,2009-01-17,戀夏 500 日,Days of Summer,美,7,戀夏500日,tt1022603,3072086,MDOP-QAHRIucZux7_nlN8A,Google,Wiki,IMDb,豆瓣,Note,,#失戀,
2009,2009-01-07,赤壁 (下)：決戰天下,Red Cliff,中,7,赤壁_(电影),tt1326972,3291930,,Google,Wiki,IMDb,豆瓣,x,@@吳宇森 @梁朝偉,#戰爭(赤壁之戰),
2008,2008-12-24,未知死亡 / 寶萊塢之記憶拼圖,Ghajini,印度,7,未知死亡,tt1166100,3397503,3oAQygjQTg-C7tW_AA_Jpw,Google,Wiki,IMDb,豆瓣,Note,@阿米爾·汗,#疾病,
2008,2008-11-07,馬達加斯加2,Madagascar: Escape 2 Africa,美,7,馬達加斯加2,tt0479952,1994876,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #夢工廠 ##馬達加斯,
2008,2008-10-04,嫌疑犯X的現身,Suspect X,日本,8,嫌疑犯X的獻身#電影,tt1160629,2369845,,Google,Wiki,IMDb,豆瓣,x,,,
2008,2008-09-20,蛇信與舌環,Snakes and Earrings,日本,7,蛇信與舌環,tt1254249,4068816,,Google,Wiki,IMDb,豆瓣,x,,,
2008,2008-09-13,送行者,Departures,日本,7,送行者：禮儀師的樂章,tt1069238,2149806,,Google,Wiki,IMDb,豆瓣,x,,#死亡,
2008,2008-09-04,危機倒數,The Hurt Locker,美,6,拆彈部隊,tt0887912,2028645,,Google,Wiki,IMDb,豆瓣,x,@@凱薩琳·畢格羅,!奧斯卡最佳影片(82) !奧斯卡最佳導演(82) #戰爭(伊拉克戰爭),
2008,2008-08-30,貧民百萬富翁,Slumdog Millionaire,英,7,貧民百萬富翁,tt1010048,2209573,,Google,Wiki,IMDb,豆瓣,x,@@丹尼·鮑伊,!奧斯卡最佳影片(81) !奧斯卡最佳導演(81),
2008,2008-08-22,海角七號,Cape No. 7,台,10,海角七號,tt1267160,3158990,,Google,Wiki,IMDb,豆瓣,x,@@魏德聖,,
2008,2008-07-19,崖上的波妞,Ponyo,日本,8,崖上的波妞,tt0876563,1959877,,Google,Wiki,IMDb,豆瓣,x,@@宮崎駿,#動畫,
2008,2008-07-14,黑暗騎士,The Dark Knight,美,9,黑暗騎士,tt0468569,1851857,g3X0azQ1TdWbbZTWXoPOGw,Google,Wiki,IMDb,豆瓣,Note,@@克里斯多福·諾蘭 @克里斯汀·貝爾 @希斯·萊傑 @摩根·費里曼 @蓋瑞·歐德曼,##蝙蝠俠,
2008,2008-07-10,赤壁 (上),Red Cliff,中,7,赤壁_(电影),tt0425637,1465829,,Google,Wiki,IMDb,豆瓣,x,@@吳宇森 @梁朝偉,#戰爭(赤壁之戰),
2008,2008-06-30,媽媽咪呀,Mamma Mia!,英,8,媽媽咪呀！_(電影),tt0795421,2054024,ycj_4CAbRcGTSSHS5mMI_w,Google,Wiki,IMDb,豆瓣,Note,@梅莉·史翠普 @湯姆·漢克 @皮爾斯·布洛斯南,#音樂歌舞,
2008,2008-06-27,瓦力,WALL-E,美,7,瓦力_(電影),tt0910970,2131459,,Google,Wiki,IMDb,豆瓣,x,,#動畫 !皮克斯(9),
2008,2008-06-06,功夫熊貓,Kung Fu Panda,美,7,功夫熊猫,tt0441773,1783457,,Google,Wiki,IMDb,豆瓣,x,,#動畫 #夢工廠,
